2, 28320, Note_on_c, 0, 36, 84
2, 28458, Note_off_c, 0, 36, 64
2, 28800, Note_on_c, 0, 36, 87
2, 28951, Note_off_c, 0, 36, 64
2, 29760, Note_on_c, 0, 39, 84
2, 29760, Note_off_c, 0, 39, 64
2, 30240, Note_on_c, 0, 36, 84
2, 30378, Note_off_c, 0, 36, 64
2, 30720, Note_on_c, 0, 36, 87
2, 30871, Note_off_c, 0, 36, 64
2, 31440, Note_on_c, 0, 36, 87
2, 31564, Note_off_c, 0, 36, 64
2, 31680, Note_on_c, 0, 39, 84
2, 31680, Note_off_c, 0, 39, 64
2, 32160, Note_on_c, 0, 36, 84
2, 32298, Note_off_c, 0, 36, 64
2, 32400, Note_on_c, 0, 39, 84
2, 32538, Note_off_c, 0, 39, 64
2, 32640, Note_on_c, 0, 36, 87
2, 32791, Note_off_c, 0, 36, 64
2, 33600, Note_on_c, 0, 39, 84
2, 33600, Note_off_c, 0, 39, 64
2, 34080, Note_on_c, 0, 36, 84
2, 34218, Note_off_c, 0, 36, 64
2, 34560, Note_on_c, 0, 36, 87
2, 34711, Note_off_c, 0, 36, 64
2, 35520, Note_on_c, 0, 39, 84
2, 35520, Note_off_c, 0, 39, 64
2, 36000, Note_on_c, 0, 36, 84
2, 36138, Note_off_c, 0, 36, 64
2, 36480, Note_on_c, 0, 36, 87
2, 36631, Note_off_c, 0, 36, 64
2, 37440, Note_on_c, 0, 39, 84
2, 37440, Note_off_c, 0, 39, 64
2, 37920, Note_on_c, 0, 36, 84
2, 38058, Note_off_c, 0, 36, 64
2, 38400, Note_on_c, 0, 36, 87
2, 38551, Note_off_c, 0, 36, 64
2, 39120, Note_on_c, 0, 36, 87
2, 39244, Note_off_c, 0, 36, 64
2, 39360, Note_on_c, 0, 39, 84
2, 39360, Note_off_c, 0, 39, 64
2, 39720, Note_on_c, 0, 38, 87
2, 39840, Note_off_c, 0, 38, 64
2, 39840, Note_on_c, 0, 36, 84
2, 39840, Note_on_c, 0, 39, 87
2, 39960, Note_off_c, 0, 39, 64
2, 39978, Note_off_c, 0, 36, 64
2, 40080, Note_on_c, 0, 39, 84
2, 40218, Note_off_c, 0, 39, 64
2, 40320, Note_on_c, 0, 36, 87
2, 40471, Note_off_c, 0, 36, 64
2, 40800, Note_on_c, 0, 39, 76
2, 40875, Note_off_c, 0, 39, 64
2, 41040, Note_on_c, 0, 36, 87
2, 41164, Note_off_c, 0, 36, 64
2, 41760, Note_on_c, 0, 36, 84
2, 41760, Note_on_c, 0, 39, 76
2, 41835, Note_off_c, 0, 39, 64
2, 41898, Note_off_c, 0, 36, 64
2, 42240, Note_on_c, 0, 36, 87
2, 42391, Note_off_c, 0, 36, 64
2, 42720, Note_on_c, 0, 39, 76
2, 42795, Note_off_c, 0, 39, 64
2, 42960, Note_on_c, 0, 36, 87
2, 43084, Note_off_c, 0, 36, 64
2, 43680, Note_on_c, 0, 36, 84
2, 43680, Note_on_c, 0, 39, 76
2, 43755, Note_off_c, 0, 39, 64
2, 43818, Note_off_c, 0, 36, 64
2, 44160, Note_on_c, 0, 36, 87
2, 44311, Note_off_c, 0, 36, 64
2, 44640, Note_on_c, 0, 39, 76
2, 44715, Note_off_c, 0, 39, 64
2, 44880, Note_on_c, 0, 36, 87
2, 45004, Note_off_c, 0, 36, 64
2, 45600, Note_on_c, 0, 36, 84
2, 45600, Note_on_c, 0, 39, 76
2, 45675, Note_off_c, 0, 39, 64
2, 45738, Note_off_c, 0, 36, 64
2, 46080, Note_on_c, 0, 36, 87
2, 46231, Note_off_c, 0, 36, 64
2, 46560, Note_on_c, 0, 39, 76
2, 46635, Note_off_c, 0, 39, 64
2, 46800, Note_on_c, 0, 36, 87
2, 46924, Note_off_c, 0, 36, 64
2, 47520, Note_on_c, 0, 36, 84
2, 47520, Note_on_c, 0, 39, 76
2, 47595, Note_off_c, 0, 39, 64
2, 47658, Note_off_c, 0, 36, 64
2, 47760, Note_on_c, 0, 39, 84
2, 47860, Note_off_c, 0, 39, 64
2, 47880, Note_on_c, 0, 39, 84
2, 47980, Note_off_c, 0, 39, 64
2, 48000, Note_on_c, 0, 36, 87
2, 48151, Note_off_c, 0, 36, 64
2, 48480, Note_on_c, 0, 39, 76
2, 48555, Note_off_c, 0, 39, 64
2, 48720, Note_on_c, 0, 36, 87
2, 48844, Note_off_c, 0, 36, 64
2, 49440, Note_on_c, 0, 36, 84
2, 49440, Note_on_c, 0, 39, 76
2, 49515, Note_off_c, 0, 39, 64
2, 49578, Note_off_c, 0, 36, 64
2, 49920, Note_on_c, 0, 36, 87
2, 50071, Note_off_c, 0, 36, 64
2, 50400, Note_on_c, 0, 39, 76
2, 50475, Note_off_c, 0, 39, 64
2, 50640, Note_on_c, 0, 36, 87
2, 50764, Note_off_c, 0, 36, 64
2, 51360, Note_on_c, 0, 36, 84
2, 51360, Note_on_c, 0, 39, 76
2, 51435, Note_off_c, 0, 39, 64
2, 51498, Note_off_c, 0, 36, 64
2, 51840, Note_on_c, 0, 36, 87
2, 51991, Note_off_c, 0, 36, 64
2, 52320, Note_on_c, 0, 39, 76
2, 52395, Note_off_c, 0, 39, 64
2, 52560, Note_on_c, 0, 36, 87
2, 52684, Note_off_c, 0, 36, 64
2, 53280, Note_on_c, 0, 36, 84
2, 53280, Note_on_c, 0, 39, 76
2, 53355, Note_off_c, 0, 39, 64
2, 53418, Note_off_c, 0, 36, 64
2, 53760, Note_on_c, 0, 36, 87
2, 53911, Note_off_c, 0, 36, 64
2, 54240, Note_on_c, 0, 39, 76
2, 54315, Note_off_c, 0, 39, 64
2, 54480, Note_on_c, 0, 36, 87
2, 54604, Note_off_c, 0, 36, 64
2, 55200, Note_on_c, 0, 36, 84
2, 55200, Note_on_c, 0, 39, 76
2, 55275, Note_off_c, 0, 39, 64
2, 55338, Note_off_c, 0, 36, 64
2, 55440, Note_on_c, 0, 39, 84
2, 55540, Note_off_c, 0, 39, 64
2, 55560, Note_on_c, 0, 39, 84
2, 55660, Note_off_c, 0, 39, 64
2, 55680, Note_on_c, 0, 36, 87
2, 55831, Note_off_c, 0, 36, 64
2, 56160, Note_on_c, 0, 39, 76
2, 56235, Note_off_c, 0, 39, 64
2, 56400, Note_on_c, 0, 36, 87
2, 56524, Note_off_c, 0, 36, 64
2, 57120, Note_on_c, 0, 36, 84
2, 57120, Note_on_c, 0, 39, 76
2, 57195, Note_off_c, 0, 39, 64
2, 57258, Note_off_c, 0, 36, 64
2, 57600, Note_on_c, 0, 36, 87
2, 57751, Note_off_c, 0, 36, 64
2, 58080, Note_on_c, 0, 39, 76
2, 58155, Note_off_c, 0, 39, 64
2, 58320, Note_on_c, 0, 36, 87
2, 58444, Note_off_c, 0, 36, 64
2, 59040, Note_on_c, 0, 36, 84
2, 59040, Note_on_c, 0, 39, 76
2, 59115, Note_off_c, 0, 39, 64
2, 59178, Note_off_c, 0, 36, 64
2, 59520, Note_on_c, 0, 36, 87
2, 59671, Note_off_c, 0, 36, 64
2, 60000, Note_on_c, 0, 39, 76
2, 60075, Note_off_c, 0, 39, 64
2, 60240, Note_on_c, 0, 36, 87
2, 60364, Note_off_c, 0, 36, 64
2, 60960, Note_on_c, 0, 36, 84
2, 60960, Note_on_c, 0, 39, 76
2, 61035, Note_off_c, 0, 39, 64
2, 61098, Note_off_c, 0, 36, 64
2, 61440, Note_on_c, 0, 36, 87
2, 61591, Note_off_c, 0, 36, 64
2, 61920, Note_on_c, 0, 39, 76
2, 61995, Note_off_c, 0, 39, 64
2, 62160, Note_on_c, 0, 36, 87
2, 62284, Note_off_c, 0, 36, 64
2, 62880, Note_on_c, 0, 36, 84
2, 62880, Note_on_c, 0, 39, 76
2, 62955, Note_off_c, 0, 39, 64
2, 63018, Note_off_c, 0, 36, 64
2, 63120, Note_on_c, 0, 39, 84
2, 63220, Note_off_c, 0, 39, 64
2, 63240, Note_on_c, 0, 39, 84
2, 63340, Note_off_c, 0, 39, 64
2, 63360, Note_on_c, 0, 36, 87
2, 63511, Note_off_c, 0, 36, 64
2, 63840, Note_on_c, 0, 39, 76
2, 63915, Note_off_c, 0, 39, 64
2, 64080, Note_on_c, 0, 36, 87
2, 64204, Note_off_c, 0, 36, 64
2, 64800, Note_on_c, 0, 36, 84
2, 64800, Note_on_c, 0, 39, 76
2, 64875, Note_off_c, 0, 39, 64
2, 64938, Note_off_c, 0, 36, 64
2, 65280, Note_on_c, 0, 36, 87
2, 65431, Note_off_c, 0, 36, 64
2, 65760, Note_on_c, 0, 39, 76
2, 65835, Note_off_c, 0, 39, 64
2, 66000, Note_on_c, 0, 36, 87
2, 66124, Note_off_c, 0, 36, 64
2, 66720, Note_on_c, 0, 36, 84
2, 66720, Note_on_c, 0, 39, 76
2, 66795, Note_off_c, 0, 39, 64
2, 66858, Note_off_c, 0, 36, 64
2, 67200, Note_on_c, 0, 36, 87
2, 67351, Note_off_c, 0, 36, 64
2, 67680, Note_on_c, 0, 39, 76
2, 67755, Note_off_c, 0, 39, 64
2, 67920, Note_on_c, 0, 36, 87
2, 68044, Note_off_c, 0, 36, 64
2, 68640, Note_on_c, 0, 36, 84
2, 68640, Note_on_c, 0, 39, 76
2, 68715, Note_off_c, 0, 39, 64
2, 68778, Note_off_c, 0, 36, 64
2, 69120, Note_on_c, 0, 36, 87
2, 69271, Note_off_c, 0, 36, 64
2, 69600, Note_on_c, 0, 39, 76
2, 69675, Note_off_c, 0, 39, 64
2, 69840, Note_on_c, 0, 36, 87
2, 69964, Note_off_c, 0, 36, 64
2, 70560, Note_on_c, 0, 36, 84
2, 70560, Note_on_c, 0, 39, 76
2, 70635, Note_off_c, 0, 39, 64
2, 70698, Note_off_c, 0, 36, 64
2, 70800, Note_on_c, 0, 39, 84
2, 70900, Note_off_c, 0, 39, 64
2, 70920, Note_on_c, 0, 39, 84
2, 71020, Note_off_c, 0, 39, 64
2, 71040, Note_on_c, 0, 36, 87
2, 71191, Note_off_c, 0, 36, 64
2, 72480, Note_on_c, 0, 36, 84
2, 72618, Note_off_c, 0, 36, 64
2, 72960, Note_on_c, 0, 36, 87
2, 73111, Note_off_c, 0, 36, 64
2, 74400, Note_on_c, 0, 36, 84
2, 74538, Note_off_c, 0, 36, 64
2, 74880, Note_on_c, 0, 36, 87
2, 75031, Note_off_c, 0, 36, 64
2, 76320, Note_on_c, 0, 36, 84
2, 76458, Note_off_c, 0, 36, 64
2, 76800, Note_on_c, 0, 36, 87
2, 76951, Note_off_c, 0, 36, 64
2, 78240, Note_on_c, 0, 36, 84
2, 78378, Note_off_c, 0, 36, 64
2, 78480, Note_on_c, 0, 39, 84
2, 78618, Note_off_c, 0, 39, 64
2, 78720, Note_on_c, 0, 36, 87
2, 78871, Note_off_c, 0, 36, 64
2, 79440, Note_on_c, 0, 36, 87
2, 79564, Note_off_c, 0, 36, 64
2, 80160, Note_on_c, 0, 36, 84
2, 80298, Note_off_c, 0, 36, 64
2, 80640, Note_on_c, 0, 36, 87
2, 80791, Note_off_c, 0, 36, 64
2, 81360, Note_on_c, 0, 36, 87
2, 81484, Note_off_c, 0, 36, 64
2, 82080, Note_on_c, 0, 36, 84
2, 82218, Note_off_c, 0, 36, 64
2, 82320, Note_on_c, 0, 39, 84
2, 82458, Note_off_c, 0, 39, 64
2, 82560, Note_on_c, 0, 36, 87
2, 82711, Note_off_c, 0, 36, 64
2, 83280, Note_on_c, 0, 36, 87
2, 83404, Note_off_c, 0, 36, 64
2, 84000, Note_on_c, 0, 36, 84
2, 84138, Note_off_c, 0, 36, 64
2, 84480, Note_on_c, 0, 36, 87
2, 84631, Note_off_c, 0, 36, 64
2, 85200, Note_on_c, 0, 36, 87
2, 85324, Note_off_c, 0, 36, 64
2, 85680, Note_on_c, 0, 38, 84
2, 85818, Note_off_c, 0, 38, 64
2, 85920, Note_on_c, 0, 36, 84
2, 86058, Note_off_c, 0, 36, 64
2, 86160, Note_on_c, 0, 39, 84
2, 86298, Note_off_c, 0, 39, 64
2, 86400, Note_on_c, 0, 36, 87
2, 86551, Note_off_c, 0, 36, 64
2, 87360, Note_on_c, 0, 39, 84
2, 87360, Note_off_c, 0, 39, 64
2, 87840, Note_on_c, 0, 36, 84
2, 87978, Note_off_c, 0, 36, 64
2, 88320, Note_on_c, 0, 36, 87
2, 88471, Note_off_c, 0, 36, 64
2, 89280, Note_on_c, 0, 39, 84
2, 89280, Note_off_c, 0, 39, 64
2, 89760, Note_on_c, 0, 36, 84
2, 89898, Note_off_c, 0, 36, 64
2, 90240, Note_on_c, 0, 36, 87
2, 90391, Note_off_c, 0, 36, 64
2, 91200, Note_on_c, 0, 39, 84
2, 91200, Note_off_c, 0, 39, 64
2, 91680, Note_on_c, 0, 36, 84
2, 91818, Note_off_c, 0, 36, 64
2, 92160, Note_on_c, 0, 36, 87
2, 92311, Note_off_c, 0, 36, 64
2, 92880, Note_on_c, 0, 36, 87
2, 93004, Note_off_c, 0, 36, 64
2, 93120, Note_on_c, 0, 39, 84
2, 93120, Note_off_c, 0, 39, 64
2, 93600, Note_on_c, 0, 36, 84
2, 93738, Note_off_c, 0, 36, 64
2, 93840, Note_on_c, 0, 39, 84
2, 93978, Note_off_c, 0, 39, 64
2, 94080, Note_on_c, 0, 36, 87
2, 94231, Note_off_c, 0, 36, 64
2, 95040, Note_on_c, 0, 39, 84
2, 95040, Note_off_c, 0, 39, 64
2, 95520, Note_on_c, 0, 36, 84
2, 95658, Note_off_c, 0, 36, 64
2, 96000, Note_on_c, 0, 36, 87
2, 96151, Note_off_c, 0, 36, 64
2, 96960, Note_on_c, 0, 39, 84
2, 96960, Note_off_c, 0, 39, 64
2, 97440, Note_on_c, 0, 36, 84
2, 97578, Note_off_c, 0, 36, 64
2, 97920, Note_on_c, 0, 36, 87
2, 98071, Note_off_c, 0, 36, 64
2, 98880, Note_on_c, 0, 39, 84
2, 98880, Note_off_c, 0, 39, 64
2, 99360, Note_on_c, 0, 36, 84
2, 99498, Note_off_c, 0, 36, 64
2, 99840, Note_on_c, 0, 36, 87
2, 99991, Note_off_c, 0, 36, 64
2, 100560, Note_on_c, 0, 36, 87
2, 100684, Note_off_c, 0, 36, 64
2, 100800, Note_on_c, 0, 39, 84
2, 100800, Note_off_c, 0, 39, 64
2, 101160, Note_on_c, 0, 38, 87
2, 101280, Note_off_c, 0, 38, 64
2, 101280, Note_on_c, 0, 36, 84
2, 101280, Note_on_c, 0, 39, 87
2, 101400, Note_off_c, 0, 39, 64
2, 101418, Note_off_c, 0, 36, 64
2, 101520, Note_on_c, 0, 39, 84
2, 101658, Note_off_c, 0, 39, 64
2, 101760, Note_on_c, 0, 36, 87
2, 101911, Note_off_c, 0, 36, 64
2, 102240, Note_on_c, 0, 39, 76
2, 102315, Note_off_c, 0, 39, 64
2, 102480, Note_on_c, 0, 36, 87
2, 102604, Note_off_c, 0, 36, 64
2, 103200, Note_on_c, 0, 36, 84
2, 103200, Note_on_c, 0, 39, 76
2, 103275, Note_off_c, 0, 39, 64
2, 103338, Note_off_c, 0, 36, 64
2, 103680, Note_on_c, 0, 36, 87
2, 103831, Note_off_c, 0, 36, 64
2, 104160, Note_on_c, 0, 39, 76
2, 104235, Note_off_c, 0, 39, 64
2, 104400, Note_on_c, 0, 36, 87
2, 104524, Note_off_c, 0, 36, 64
2, 105120, Note_on_c, 0, 36, 84
2, 105120, Note_on_c, 0, 39, 76
2, 105195, Note_off_c, 0, 39, 64
2, 105258, Note_off_c, 0, 36, 64
2, 105600, Note_on_c, 0, 36, 87
2, 105751, Note_off_c, 0, 36, 64
2, 106080, Note_on_c, 0, 39, 76
2, 106155, Note_off_c, 0, 39, 64
2, 106320, Note_on_c, 0, 36, 87
2, 106444, Note_off_c, 0, 36, 64
2, 107040, Note_on_c, 0, 36, 84
2, 107040, Note_on_c, 0, 39, 76
2, 107115, Note_off_c, 0, 39, 64
2, 107178, Note_off_c, 0, 36, 64
2, 107520, Note_on_c, 0, 36, 87
2, 107671, Note_off_c, 0, 36, 64
2, 108000, Note_on_c, 0, 39, 76
2, 108075, Note_off_c, 0, 39, 64
2, 108240, Note_on_c, 0, 36, 87
2, 108364, Note_off_c, 0, 36, 64
2, 108960, Note_on_c, 0, 36, 84
2, 108960, Note_on_c, 0, 39, 76
2, 109035, Note_off_c, 0, 39, 64
2, 109098, Note_off_c, 0, 36, 64
2, 109200, Note_on_c, 0, 39, 84
2, 109300, Note_off_c, 0, 39, 64
2, 109320, Note_on_c, 0, 39, 84
2, 109420, Note_off_c, 0, 39, 64
2, 109440, Note_on_c, 0, 36, 87
2, 109591, Note_off_c, 0, 36, 64
2, 109920, Note_on_c, 0, 39, 76
2, 109995, Note_off_c, 0, 39, 64
2, 110160, Note_on_c, 0, 36, 87
2, 110284, Note_off_c, 0, 36, 64
2, 110880, Note_on_c, 0, 36, 84
2, 110880, Note_on_c, 0, 39, 76
2, 110955, Note_off_c, 0, 39, 64
2, 111018, Note_off_c, 0, 36, 64
2, 111360, Note_on_c, 0, 36, 87
2, 111511, Note_off_c, 0, 36, 64
2, 111840, Note_on_c, 0, 39, 76
2, 111915, Note_off_c, 0, 39, 64
2, 112080, Note_on_c, 0, 36, 87
2, 112204, Note_off_c, 0, 36, 64
2, 112800, Note_on_c, 0, 36, 84
2, 112800, Note_on_c, 0, 39, 76
2, 112875, Note_off_c, 0, 39, 64
2, 112938, Note_off_c, 0, 36, 64
2, 113280, Note_on_c, 0, 36, 87
2, 113431, Note_off_c, 0, 36, 64
2, 113760, Note_on_c, 0, 39, 76
2, 113835, Note_off_c, 0, 39, 64
2, 114000, Note_on_c, 0, 36, 87
2, 114124, Note_off_c, 0, 36, 64
2, 114720, Note_on_c, 0, 36, 84
2, 114720, Note_on_c, 0, 39, 76
2, 114795, Note_off_c, 0, 39, 64
2, 114858, Note_off_c, 0, 36, 64
2, 115200, Note_on_c, 0, 36, 87
2, 115351, Note_off_c, 0, 36, 64
2, 115680, Note_on_c, 0, 39, 76
2, 115755, Note_off_c, 0, 39, 64
2, 115920, Note_on_c, 0, 36, 87
2, 116044, Note_off_c, 0, 36, 64
2, 116640, Note_on_c, 0, 36, 84
2, 116640, Note_on_c, 0, 39, 76
2, 116715, Note_off_c, 0, 39, 64
2, 116778, Note_off_c, 0, 36, 64
2, 116880, Note_on_c, 0, 39, 84
2, 116980, Note_off_c, 0, 39, 64
2, 117000, Note_on_c, 0, 39, 84
2, 117100, Note_off_c, 0, 39, 64
2, 117120, Note_on_c, 0, 36, 87
2, 117271, Note_off_c, 0, 36, 64
2, 117600, Note_on_c, 0, 39, 76
2, 117675, Note_off_c, 0, 39, 64
2, 117840, Note_on_c, 0, 36, 87
2, 117964, Note_off_c, 0, 36, 64
2, 118560, Note_on_c, 0, 36, 84
2, 118560, Note_on_c, 0, 39, 76
2, 118635, Note_off_c, 0, 39, 64
2, 118698, Note_off_c, 0, 36, 64
2, 119040, Note_on_c, 0, 36, 87
2, 119191, Note_off_c, 0, 36, 64
2, 119520, Note_on_c, 0, 39, 76
2, 119595, Note_off_c, 0, 39, 64
2, 119760, Note_on_c, 0, 36, 87
2, 119884, Note_off_c, 0, 36, 64
2, 120480, Note_on_c, 0, 36, 84
2, 120480, Note_on_c, 0, 39, 76
2, 120555, Note_off_c, 0, 39, 64
2, 120618, Note_off_c, 0, 36, 64
2, 120960, Note_on_c, 0, 36, 87
2, 121111, Note_off_c, 0, 36, 64
2, 121440, Note_on_c, 0, 39, 76
2, 121515, Note_off_c, 0, 39, 64
2, 121680, Note_on_c, 0, 36, 87
2, 121804, Note_off_c, 0, 36, 64
2, 122400, Note_on_c, 0, 36, 84
2, 122400, Note_on_c, 0, 39, 76
2, 122475, Note_off_c, 0, 39, 64
2, 122538, Note_off_c, 0, 36, 64
2, 122880, Note_on_c, 0, 36, 87
2, 123031, Note_off_c, 0, 36, 64
2, 123360, Note_on_c, 0, 39, 76
2, 123435, Note_off_c, 0, 39, 64
2, 123600, Note_on_c, 0, 36, 87
2, 123724, Note_off_c, 0, 36, 64
2, 124320, Note_on_c, 0, 36, 84
2, 124320, Note_on_c, 0, 39, 76
2, 124395, Note_off_c, 0, 39, 64
2, 124458, Note_off_c, 0, 36, 64
2, 124560, Note_on_c, 0, 39, 84
2, 124660, Note_off_c, 0, 39, 64
2, 124680, Note_on_c, 0, 39, 84
2, 124780, Note_off_c, 0, 39, 64
2, 124800, Note_on_c, 0, 36, 87
2, 124951, Note_off_c, 0, 36, 64
2, 125280, Note_on_c, 0, 39, 76
2, 125355, Note_off_c, 0, 39, 64
2, 125520, Note_on_c, 0, 36, 87
2, 125644, Note_off_c, 0, 36, 64
2, 126240, Note_on_c, 0, 36, 84
2, 126240, Note_on_c, 0, 39, 76
2, 126315, Note_off_c, 0, 39, 64
2, 126378, Note_off_c, 0, 36, 64
2, 126720, Note_on_c, 0, 36, 87
2, 126871, Note_off_c, 0, 36, 64
2, 127200, Note_on_c, 0, 39, 76
2, 127275, Note_off_c, 0, 39, 64
2, 127440, Note_on_c, 0, 36, 87
2, 127564, Note_off_c, 0, 36, 64
2, 128160, Note_on_c, 0, 36, 84
2, 128160, Note_on_c, 0, 39, 76
2, 128235, Note_off_c, 0, 39, 64
2, 128298, Note_off_c, 0, 36, 64
2, 128640, Note_on_c, 0, 36, 87
2, 128791, Note_off_c, 0, 36, 64
2, 129120, Note_on_c, 0, 39, 76
2, 129195, Note_off_c, 0, 39, 64
2, 129360, Note_on_c, 0, 36, 87
2, 129484, Note_off_c, 0, 36, 64
2, 130080, Note_on_c, 0, 36, 84
2, 130080, Note_on_c, 0, 39, 76
2, 130155, Note_off_c, 0, 39, 64
2, 130218, Note_off_c, 0, 36, 64
2, 130560, Note_on_c, 0, 36, 87
2, 130711, Note_off_c, 0, 36, 64
2, 131040, Note_on_c, 0, 39, 76
2, 131115, Note_off_c, 0, 39, 64
2, 131280, Note_on_c, 0, 36, 87
2, 131404, Note_off_c, 0, 36, 64
2, 132000, Note_on_c, 0, 36, 84
2, 132000, Note_on_c, 0, 39, 76
2, 132075, Note_off_c, 0, 39, 64
2, 132138, Note_off_c, 0, 36, 64
2, 132240, Note_on_c, 0, 39, 84
2, 132340, Note_off_c, 0, 39, 64
2, 132360, Note_on_c, 0, 39, 84
2, 132460, Note_off_c, 0, 39, 64
2, 132480, Note_on_c, 0, 36, 87
2, 132631, Note_off_c, 0, 36, 64
2, 132960, Note_on_c, 0, 39, 76
2, 133035, Note_off_c, 0, 39, 64
2, 133200, Note_on_c, 0, 36, 87
2, 133324, Note_off_c, 0, 36, 64
2, 133920, Note_on_c, 0, 36, 84
2, 133920, Note_on_c, 0, 39, 76
2, 133995, Note_off_c, 0, 39, 64
2, 134058, Note_off_c, 0, 36, 64
2, 134400, Note_on_c, 0, 36, 87
2, 134551, Note_off_c, 0, 36, 64
2, 134880, Note_on_c, 0, 39, 76
2, 134955, Note_off_c, 0, 39, 64
2, 135120, Note_on_c, 0, 36, 87
2, 135244, Note_off_c, 0, 36, 64
2, 135840, Note_on_c, 0, 36, 84
2, 135840, Note_on_c, 0, 39, 76
2, 135915, Note_off_c, 0, 39, 64
2, 135978, Note_off_c, 0, 36, 64
2, 136320, Note_on_c, 0, 36, 87
2, 136471, Note_off_c, 0, 36, 64
2, 136800, Note_on_c, 0, 39, 76
2, 136875, Note_off_c, 0, 39, 64
